Sentence,Label,prob_0,prob_1,Prediction
"sadly , hewitt 's forte is leaning forward while wearing low-cut gowns , not making snappy comebacks .",0,0.9833701,0.01662989,0
so what is the point ?,0,0.9739816,0.026018357,0
the issue of faith is not explored very deeply,0,0.9979947,0.0020052514,0
"my oh my , is this an invigorating , electric movie .",1,0.00076043606,0.99923956,1
"director ferzan ozpetek creates an interesting dynamic with the members of this group , who live in the same apartment building .",1,0.0011429787,0.998857,1
"i kept thinking over and over again , ' i should be enjoying this . '",0,0.112804055,0.88719594,1
do n't expect any surprises in this checklist of teamwork cliches ...,0,0.99864256,0.0013574084,0
"i saw knockaround guys yesterday , and already the details have faded like photographs from the spanish-american war ... it 's so unmemorable that it turned my ballpoint notes to invisible ink .",0,0.99810785,0.0018921304,0
"the stunning , dreamlike visuals will impress even those viewers who have little patience for euro-film pretension .",1,0.00044745207,0.99955255,1
an eccentric little comic\/thriller deeply in love with its own quirky personality .,1,0.002045393,0.9979546,1
"my goodness , queen latifah has a lot to offer and she seemed to have no problem flaunting her natural gifts .",1,0.0019680858,0.9980319,1
"egoyan 's movie is too complicated to sustain involvement , and , if you 'll excuse a little critical heresy , too intellectually ambitious .",0,0.99000484,0.009995152,0
will grab your children by the imagination and amaze them and amuse them .,1,0.0005748272,0.9994252,1
a chaotic panorama that 's too busy flying a lot of metaphoric flags .,0,0.99704486,0.0029551336,0
"the overall feel of the film is pretty cheesy , but there 's still a real sense that the star trek tradition has been honored as best it can , given the embarrassing script and weak direction .",0,0.0266487,0.9733513,1
this is one for the ages .,1,0.009077251,0.99092275,1
"the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense .",1,0.0011259913,0.998874,1
"a compelling , moving film that respects its audience and its source material .",1,0.0005776882,0.9994223,1
the talents of the actors helps `` moonlight mile '' rise above its heart-on-its-sleeve writing .,1,0.00053340197,0.9994666,1
"as elegantly crafted as it often is , anderson 's movie is essentially a one-trick pony that , hampered by an undeveloped script , ultimately pulls up lame .",0,0.9872773,0.012722695,0
"all the characters are stereotypes , and their interaction is numbingly predictable .",0,0.9917117,0.00828832,0
"day is not a great bond movie , but it is a good bond movie , which still makes it much better than your typical bond knock-offs .",1,0.0011807084,0.9988193,1
"the tug-of-war at the core of beijing bicycle becomes weighed down with agonizing contrivances , overheated pathos and long , wistful gazes .",0,0.996068,0.003931994,0
quick : who wants to see a comedy about shoddy airport security ?,0,0.9953795,0.0046204855,0
"by the end , i was looking for something hard with which to bludgeon myself unconscious .",0,0.99576175,0.0042382553,0
the only element of suspense is whether the movie will change titles or distributors again before the closing credits roll .,0,0.9780716,0.021928405,0
this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences .,1,0.0004618168,0.9995382,1
most of crush is a clever and captivating romantic comedy with a welcome pinch of tartness .,1,0.00078582764,0.9992142,1
makmalbaf follows a resolutely realistic path in this uncompromising insight into the harsh existence of the kurdish refugees of iran 's borderlands .,1,0.0017632246,0.9982368,1
"despite a blue-chip cast and a provocative title , writer-director peter mattei 's first feature microwaves dull leftover romantic motifs basted in faux-contemporary gravy .",0,0.9711253,0.028874716,0
"well-written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotional pull .",1,0.0008930564,0.99910694,1
"this is n't a narrative film -- i do n't know if it 's possible to make a narrative film about september 11th , though i 'm sure some will try -- but it 's as close as anyone has dared to come .",1,0.035137653,0.96486235,1
"christians sensitive to a reductionist view of their lord as a luv-spreading dr. feelgood or omnipotent slacker will feel vastly more affronted than secularists , who might even praise god for delivering such an instant camp classic .",1,0.9852701,0.014729942,0
a clever blend of fact and fiction .,1,0.00060260296,0.9993974,1
there 's plenty of style in guillermo del toro 's sequel to the 1998 hit but why do we need 117 minutes to tell a tale that simply ca n't sustain more than 90 ### minutes .,0,0.9645045,0.035495523,0
"the writers , director wally wolodarsky , and all the actors should start their own coeducational fraternity : kappa rho alpha phi .",0,0.79397726,0.20602275,0
the filmmakers skillfully evoke the sense of menace that nature holds for many urban dwellers .,1,0.0007805824,0.9992194,1
"it 's best to avoid imprisonment with the dull , nerdy folks that inhabit cherish .",0,0.83193886,0.1680611,0
"based on a david leavitt story , the film shares that writer 's usual blend of observant cleverness , too-facile coincidence and slightly noxious preciousness .",0,0.0031089187,0.9968911,1
pray 's film works well and will appeal even to those who are n't too familiar with turntablism .,1,0.00057047606,0.9994295,1
"it 's drained of life in an attempt to be sober and educational , and yet it 's so devoid of realism that its lack of whistles and bells just makes it obnoxious and stiff .",0,0.9986672,0.0013327909,0
"to the film 's credit , the acting is fresh and unselfconscious , and munch is a marvel of reality versus sappy sentiment .",1,0.00063353777,0.99936646,1
"why come up with something even quasi-original , when you can pillage from shirley jackson , richard matheson ... and puke up something like rose red ?",0,0.9977081,0.0022919155,0
"an absorbing trip into the minds and motivations of people under stress as well as a keen , unsentimental look at variations on the theme of motherhood .",1,0.0007453561,0.99925464,1
"though a bit of a patchwork in script and production , a glossy , rich green , environment almost makes the picture work .",1,0.0017991066,0.9982009,1
well-shot but badly written tale set in a future ravaged by dragons .,0,0.809507,0.19049296,0
outrageousness is all plympton seemed to be going for this time .,0,0.008570135,0.99142987,1
there 's a vastness implied in metropolis that is just breathtaking .,1,0.0036439896,0.996356,1
a feel-good picture in the best sense of the term .,1,0.0013315678,0.99866843,1
this is a happy throwback to the time when cartoons were cinema 's most idiosyncratic form instead of one of its most predictable .,1,0.0032951236,0.9967049,1
"newton draws our attention like a magnet , and acts circles around her better known co-star , mark wahlberg .",1,0.0011963844,0.9988036,1
vividly conveys both the pitfalls and the pleasures of over-the-top love .,1,0.0010488033,0.9989512,1
formula 51 ### is so trite that even yu 's high-energy action stylings ca n't break through the stupor .,0,0.99822336,0.001776635,0
"when your leading ladies are a couple of screen-eating dominatrixes like goldie hawn and susan sarandon at their raunchy best , even hokum goes down easily .",1,0.90232396,0.09767601,0
flaccid drama and exasperatingly slow journey .,0,0.9974819,0.0025181463,0
"too silly to be frightening , too stolid to be funny , it projects the same lazy affability as its nominal star , david arquette .",0,0.996398,0.0036020232,0
"overall , the film misses the brilliance of jelinek 's novel by some way .",0,0.99786794,0.0021320323,0
"an incredibly low-rent danish film , it brings a group of people together in a sweet and charming way , if a little convenient",1,0.028459966,0.97154003,1
"the film meant well in its horse tale about freedom , but was n't able to reach the heart because it was too overbearing .",0,0.9887337,0.011266286,0
"occasionally funny , always very colorful and enjoyably overblown in the traditional almodóvar style .",1,0.00060904026,0.99939096,1
high crimes miscasts nearly every leading character .,0,0.9946387,0.0053612995,0
"pretty darn good , despite its smarty-pants aura .",1,0.002132535,0.99786747,1
a mixed bag of a comedy that ca n't really be described as out of this world .,0,0.99811965,0.0018803655,0
"a movie that will touch the hearts of both children and adults , as well as bring audiences to the edge of their seats .",1,0.0005542636,0.99944574,1
-lrb- an -rrb- hilarious romantic comedy .,1,0.0008559227,0.9991441,1
both deeply weird and charmingly dear .,1,0.001632154,0.99836785,1
the ill-conceived modern-day ending falls flat where it should deliver a moral punch .,0,0.9962517,0.0037482863,0
the movie has lots of dancing and fabulous music .,1,0.002513647,0.99748635,1
"what you would end up with if you took orwell , bradbury , kafka , george lucas and the wachowski brothers and threw them into a blender .",1,0.36956948,0.6304305,1
"a hip ride into hyper-time , clockstoppers is a lively and enjoyable adventure for all ages at any time .",1,0.000885427,0.9991146,1
